CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
15264.0,63,1,53.13,3,1,2,312,About_to_Sleep
15265.0,150,2,375.1,2,3,5,235,At_Risk
15266.0,337,1,40.5,1,1,2,112,Hibernating
15267.0,21,5,20.189999999999998,4,4,1,441,Loyal_Customers
15269.0,23,1,149.95,4,1,3,413,Promising
15270.0,15,7,270.34,4,5,4,454,Loyal_Customers
15271.0,6,15,749.81,5,5,5,555,Best Customers
15272.0,56,2,259.5,3,3,4,334,Need_Attention
15274.0,3,2,96.77,5,3,3,533,Potential_Loyalists
15275.0,37,1,133.54,3,1,3,313,About_to_Sleep
15276.0,65,1,125.05000000000001,3,1,3,313,About_to_Sleep
15277.0,46,1,21.25,3,1,1,311,About_to_Sleep
15279.0,354,1,73.36,1,1,2,112,Hibernating
15280.0,171,1,12.87,2,1,1,211,Hibernating
15281.0,58,9,544.16,3,5,5,355,Loyal_Customers
15286.0,49,1,13.350000000000001,3,1,1,311,About_to_Sleep
15287.0,21,2,51.18000000000001,4,3,2,432,Potential_Loyalists
15288.0,42,5,292.62,3,4,4,344,Loyal_Customers
15289.0,28,3,71.58000000000001,4,3,2,432,Potential_Loyalists
15290.0,4,18,663.1400000000001,5,5,5,555,Best Customers
15291.0,25,15,524.63,4,5,5,455,Loyal_Customers
15292.0,200,1,115.82,1,1,3,113,Hibernating
15296.0,50,6,674.6600000000001,3,5,5,355,Loyal_Customers
15297.0,9,3,106.64000000000001,5,3,3,533,Potential_Loyalists
15298.0,1,12,459.25,5,5,5,555,Best Customers
15299.0,66,7,619.6100000000001,3,5,5,355,Loyal_Customers
15300.0,63,1,80.14000000000001,3,1,2,312,About_to_Sleep
15301.0,50,12,730.1200000000001,3,5,5,355,Loyal_Customers
15303.0,289,1,119.05999999999999,1,1,3,113,Hibernating
15304.0,60,8,171.74999999999994,3,5,3,353,Loyal_Customers
15306.0,63,3,153.76,3,3,3,333,Need_Attention
15307.0,95,1,80.95,2,1,2,212,Hibernating
15308.0,273,1,76.64,1,1,2,112,Hibernating
15311.0,0,91,5961.860000000001,5,5,5,555,Best Customers
15312.0,74,4,111.49000000000001,2,4,3,243,At_Risk
15313.0,109,1,2.08,2,1,1,211,Hibernating
15314.0,198,1,41.129999999999995,1,1,2,112,Hibernating
15315.0,63,2,32.65,3,3,1,331,Need_Attention
15316.0,326,1,1.65,1,1,1,111,Hibernating
15318.0,3,1,19.330000000000002,5,1,1,511,New_Customers
15319.0,283,1,51.86,1,1,2,112,Hibernating
15320.0,43,1,110.29,3,1,3,313,About_to_Sleep
15321.0,70,3,325.43999999999994,3,3,4,334,Need_Attention
15322.0,85,1,130.70999999999998,2,1,3,213,Hibernating
15325.0,103,1,53.39,2,1,2,212,Hibernating
15326.0,333,1,42.10999999999999,1,1,2,112,Hibernating
15327.0,52,1,43.970000000000006,3,1,2,312,About_to_Sleep
15329.0,38,3,210.55,3,3,4,334,Need_Attention
15330.0,31,2,7.289999999999999,4,3,1,431,Potential_Loyalists
15332.0,365,4,99.44,1,4,3,143,At_Risk
15333.0,207,1,47.42,1,1,2,112,Hibernating
15334.0,156,3,148.14,2,3,3,233,At_Risk
15335.0,53,1,101.39,3,1,3,313,About_to_Sleep
15339.0,65,2,204.15999999999997,3,3,4,334,Need_Attention
15341.0,80,1,50.519999999999996,2,1,2,212,Hibernating
15342.0,129,1,56.84,2,1,2,212,Hibernating
15343.0,86,1,134.2,2,1,3,213,Hibernating
15344.0,0,3,196.54,5,3,4,534,Potential_Loyalists
15345.0,45,1,154.60999999999999,3,1,3,313,About_to_Sleep
15346.0,332,1,43.69,1,1,2,112,Hibernating
15347.0,365,1,11.350000000000001,1,1,1,111,Hibernating
15348.0,71,1,19.020000000000003,3,1,1,311,About_to_Sleep
15349.0,157,2,211.7,2,3,4,234,At_Risk
15350.0,372,1,13.350000000000001,1,1,1,111,Hibernating
15351.0,11,7,636.56,5,5,5,555,Best Customers
15353.0,254,2,208.70999999999998,1,3,4,134,At_Risk
15355.0,28,2,85.60000000000002,4,3,2,432,Potential_Loyalists
15356.0,30,10,1037.2400000000002,4,5,5,455,Loyal_Customers
15358.0,4,22,1096.45,5,5,5,555,Best Customers
15360.0,39,1,30.570000000000004,3,1,1,311,About_to_Sleep
15361.0,361,1,9.41,1,1,1,111,Hibernating
15363.0,372,1,47.8,1,1,2,112,Hibernating
15364.0,95,2,57.36,2,3,2,232,At_Risk
15365.0,25,7,352.08000000000004,4,5,4,454,Loyal_Customers
15366.0,74,2,108.83999999999999,2,3,3,233,At_Risk
15367.0,56,4,280.54999999999995,3,4,4,344,Loyal_Customers
15368.0,20,1,14.239999999999998,4,1,1,411,Promising
15370.0,40,7,357.12999999999994,3,5,4,354,Loyal_Customers
15372.0,136,1,22.27,2,1,1,211,Hibernating
15373.0,7,12,686.5799999999999,5,5,5,555,Best Customers
15374.0,128,1,11.45,2,1,1,211,Hibernating
15376.0,39,3,338.74999999999994,3,3,4,334,Need_Attention
15379.0,168,7,492.75,2,5,5,255,Cant_Lose
15380.0,8,5,221.05999999999997,5,4,4,544,Best Customers
15381.0,213,2,49.60000000000001,1,3,2,132,At_Risk
15382.0,14,6,735.9,4,5,5,455,Loyal_Customers
15384.0,169,2,76.33,2,3,2,232,At_Risk
15385.0,39,1,26.639999999999997,3,1,1,311,About_to_Sleep
15386.0,185,1,42.98000000000001,1,1,2,112,Hibernating
15388.0,269,1,20.63,1,1,1,111,Hibernating
15389.0,171,1,1.25,2,1,1,211,Hibernating
15392.0,4,4,180.02,5,4,4,544,Best Customers
15393.0,15,2,18.94,4,3,1,431,Potential_Loyalists
15394.0,9,4,275.36999999999995,5,4,4,544,Best Customers
15395.0,325,1,45.8,1,1,2,112,Hibernating
15396.0,112,1,50.39000000000001,2,1,2,212,Hibernating
15397.0,289,1,29.599999999999998,1,1,1,111,Hibernating
15398.0,15,2,196.72,4,3,4,434,Potential_Loyalists
15399.0,0,3,95.49000000000001,5,3,3,533,Potential_Loyalists
15400.0,91,5,25.250000000000007,2,4,1,241,At_Risk
15402.0,148,2,147.32,2,3,3,233,At_Risk
15405.0,188,1,28.8,1,1,1,111,Hibernating
15406.0,30,2,173.01999999999998,4,3,3,433,Potential_Loyalists
15407.0,33,4,596.1899999999999,3,4,5,345,Loyal_Customers
15408.0,263,1,152.18999999999997,1,1,3,113,Hibernating
15410.0,83,8,474.07000000000005,2,5,5,255,Cant_Lose
15411.0,25,4,407.31,4,4,5,445,Loyal_Customers
15412.0,170,1,34.71,2,1,1,211,Hibernating
15414.0,9,3,125.25000000000003,5,3,3,533,Potential_Loyalists
15415.0,312,1,83.78999999999999,1,1,2,112,Hibernating
15416.0,64,4,627.2,3,4,5,345,Loyal_Customers
15417.0,84,1,52.459999999999994,2,1,2,212,Hibernating
15419.0,24,1,10.49,4,1,1,411,Promising
15421.0,58,4,141.73000000000002,3,4,3,343,Loyal_Customers
15422.0,322,2,18.1,1,3,1,131,At_Risk
15423.0,37,1,7.86,3,1,1,311,About_to_Sleep
15424.0,253,2,29.560000000000002,1,3,1,131,At_Risk
15426.0,18,5,784.8299999999999,4,4,5,445,Loyal_Customers
15427.0,32,3,648.43,4,3,5,435,Potential_Loyalists
15428.0,14,1,11.179999999999998,4,1,1,411,Promising
15429.0,26,2,169.57,4,3,3,433,Potential_Loyalists
15432.0,22,1,29.090000000000003,4,1,1,411,Promising
15433.0,213,2,51.55,1,3,2,132,At_Risk
15434.0,7,5,178.75999999999996,5,4,4,544,Best Customers
15435.0,21,1,108.32000000000001,4,1,3,413,Promising
15436.0,11,3,703.66,5,3,5,535,Potential_Loyalists
15437.0,261,1,128.04,1,1,3,113,Hibernating
15438.0,130,1,88.44000000000001,2,1,2,212,Hibernating
15440.0,54,3,145.0,3,3,3,333,Need_Attention
15442.0,248,1,9.9,1,1,1,111,Hibernating
15443.0,1,7,1133.2600000000002,5,5,5,555,Best Customers
15444.0,8,2,613.3800000000001,5,3,5,535,Potential_Loyalists
15445.0,263,1,27.75,1,1,1,111,Hibernating
15447.0,330,1,28.089999999999996,1,1,1,111,Hibernating
15448.0,312,1,100.18,1,1,3,113,Hibernating
15449.0,25,3,114.07000000000001,4,3,3,433,Potential_Loyalists
15450.0,29,1,65.18,4,1,2,412,Promising
15452.0,29,3,150.21,4,3,3,433,Potential_Loyalists
15453.0,1,7,727.96,5,5,5,555,Best Customers
15454.0,361,1,69.55,1,1,2,112,Hibernating
15456.0,282,3,96.30000000000003,1,3,3,133,At_Risk
15457.0,261,1,109.19,1,1,3,113,Hibernating
15458.0,24,1,8.57,4,1,1,411,Promising
15460.0,353,1,164.04,1,1,3,113,Hibernating
15462.0,93,3,17.05,2,3,1,231,At_Risk
15463.0,28,1,12.989999999999998,4,1,1,411,Promising
15464.0,337,1,661.11,1,1,5,115,Hibernating
15465.0,19,18,649.7800000000001,4,5,5,455,Loyal_Customers
15466.0,84,1,108.80000000000001,2,1,3,213,Hibernating
15467.0,8,3,117.42999999999999,5,3,3,533,Potential_Loyalists
15468.0,50,2,107.66,3,3,3,333,Need_Attention
15469.0,49,2,144.1,3,3,3,333,Need_Attention
15471.0,1,1,153.94,5,1,3,513,New_Customers
15472.0,112,1,173.97999999999996,2,1,3,213,Hibernating
15473.0,13,7,29.25,4,5,1,451,Loyal_Customers
15475.0,76,1,52.98,2,1,2,212,Hibernating
15478.0,39,2,162.07,3,3,3,333,Need_Attention
15480.0,115,1,191.86999999999998,2,1,4,214,Hibernating
15482.0,15,12,375.41999999999996,4,5,5,455,Loyal_Customers
15483.0,160,4,143.71,2,4,3,243,At_Risk
15484.0,0,4,408.99,5,4,5,545,Best Customers
15485.0,29,3,273.62000000000006,4,3,4,434,Potential_Loyalists
15488.0,92,1,16.06,2,1,1,211,Hibernating
15489.0,22,3,148.89999999999998,4,3,3,433,Potential_Loyalists
15491.0,94,6,599.8900000000001,2,5,5,255,Cant_Lose
15492.0,27,2,88.86000000000001,4,3,2,432,Potential_Loyalists
15493.0,32,5,1319.29,4,4,5,445,Loyal_Customers
15494.0,20,2,298.77000000000004,4,3,4,434,Potential_Loyalists
15497.0,17,2,53.9,4,3,2,432,Potential_Loyalists
15498.0,2,27,1627.5500000000002,5,5,5,555,Best Customers
15500.0,7,4,310.16999999999996,5,4,4,544,Best Customers
15502.0,15,12,4193.959999999999,4,5,5,455,Loyal_Customers
15503.0,362,1,143.72,1,1,3,113,Hibernating
15504.0,80,1,29.01,2,1,1,211,Hibernating
15505.0,52,5,228.15,3,4,4,344,Loyal_Customers
15506.0,22,3,292.3,4,3,4,434,Potential_Loyalists
15507.0,171,1,186.45000000000002,2,1,4,214,Hibernating
15508.0,188,6,312.12,1,5,4,154,Cant_Lose
15510.0,330,1,125.0,1,1,3,113,Hibernating
15511.0,11,5,638.94,5,4,5,545,Best Customers
15512.0,155,2,13.65,2,3,1,231,At_Risk
15513.0,32,19,1265.0699999999997,4,5,5,455,Loyal_Customers
15514.0,11,11,419.93999999999994,5,5,5,555,Best Customers
15516.0,44,3,41.68000000000001,3,3,2,332,Need_Attention
15517.0,232,1,48.81,1,1,2,112,Hibernating
15518.0,63,8,527.3299999999999,3,5,5,355,Loyal_Customers
15520.0,1,1,31.04,5,1,1,511,New_Customers
15521.0,39,8,632.4399999999999,3,5,5,355,Loyal_Customers
15522.0,32,2,54.14,4,3,2,432,Potential_Loyalists
15523.0,83,1,36.31,2,1,1,211,Hibernating
15524.0,24,1,110.0,4,1,3,413,Promising
15525.0,1,3,481.18,5,3,5,535,Potential_Loyalists
15526.0,32,2,21.979999999999997,4,3,1,431,Potential_Loyalists
15527.0,18,8,541.01,4,5,5,455,Loyal_Customers
15528.0,253,1,67.8,1,1,2,112,Hibernating
15529.0,22,11,1153.8899999999999,4,5,5,455,Loyal_Customers
15530.0,21,4,307.1,4,4,4,444,Loyal_Customers
15531.0,7,2,692.66,5,3,5,535,Potential_Loyalists
15532.0,24,4,992.8100000000002,4,4,5,445,Loyal_Customers
15533.0,18,3,335.48,4,3,4,434,Potential_Loyalists
15535.0,172,4,351.95000000000005,2,4,4,244,At_Risk
15537.0,162,1,92.69,2,1,2,212,Hibernating
15539.0,6,1,55.09,5,1,2,512,New_Customers
15540.0,10,1,25.7,5,1,1,511,New_Customers
15541.0,113,1,60.72999999999999,2,1,2,212,Hibernating
15543.0,287,1,61.580000000000005,1,1,2,112,Hibernating
15544.0,8,9,413.83000000000004,5,5,5,555,Best Customers
15545.0,53,2,218.04999999999998,3,3,4,334,Need_Attention
15547.0,6,14,1827.52,5,5,5,555,Best Customers
15549.0,76,3,377.68,2,3,5,235,At_Risk
15550.0,3,4,171.03999999999996,5,4,3,543,Best Customers
15551.0,36,1,113.99,3,1,3,313,About_to_Sleep
15552.0,216,1,30.33,1,1,1,111,Hibernating
15553.0,59,1,134.98000000000002,3,1,3,313,About_to_Sleep
15554.0,277,1,67.34999999999998,1,1,2,112,Hibernating
15555.0,11,16,1525.31,5,5,5,555,Best Customers
15556.0,23,1,55.489999999999995,4,1,2,412,Promising
15557.0,28,1,71.19,4,1,2,412,Promising
15561.0,11,4,115.42000000000002,5,4,3,543,Best Customers
15562.0,351,1,3.45,1,1,1,111,Hibernating
15563.0,21,4,212.82000000000002,4,4,4,444,Loyal_Customers
15565.0,49,2,36.53,3,3,1,331,Need_Attention
15567.0,18,1,22.65,4,1,1,411,Promising
15568.0,2,3,135.49000000000004,5,3,3,533,Potential_Loyalists
15569.0,103,5,67.11999999999999,2,4,2,242,At_Risk
15570.0,6,12,1194.2599999999998,5,5,5,555,Best Customers
15571.0,11,4,153.99,5,4,3,543,Best Customers
15572.0,4,7,783.3799999999999,5,5,5,555,Best Customers
15573.0,31,2,297.01,4,3,4,434,Potential_Loyalists
15574.0,177,4,422.75,2,4,5,245,At_Risk
15576.0,37,1,161.15,3,1,3,313,About_to_Sleep
15577.0,150,3,119.36,2,3,3,233,At_Risk
15578.0,161,1,31.05,2,1,1,211,Hibernating
15579.0,68,2,206.38,3,3,4,334,Need_Attention
15581.0,120,13,3360.2,2,5,5,255,Cant_Lose
15582.0,24,3,105.47,4,3,3,433,Potential_Loyalists
15584.0,23,4,381.24,4,4,5,445,Loyal_Customers
15585.0,176,1,70.19000000000003,2,1,2,212,Hibernating
15587.0,49,4,26.25,3,4,1,341,Loyal_Customers
15589.0,255,3,106.99000000000001,1,3,3,133,At_Risk
15592.0,46,1,37.55,3,1,1,311,About_to_Sleep
15593.0,70,1,16.65,3,1,1,311,About_to_Sleep
15594.0,15,5,325.37000000000006,4,4,4,444,Loyal_Customers
15596.0,100,5,322.10999999999996,2,4,4,244,At_Risk
15597.0,34,1,35.400000000000006,3,1,1,311,About_to_Sleep
15598.0,52,1,35.78999999999999,3,1,1,311,About_to_Sleep
15599.0,26,2,98.23000000000002,4,3,3,433,Potential_Loyalists
15601.0,10,14,1101.2,5,5,5,555,Best Customers
15602.0,7,9,110.85000000000001,5,5,3,553,Best Customers
15603.0,78,1,1.01,2,1,1,211,Hibernating
15604.0,51,1,26.240000000000002,3,1,1,311,About_to_Sleep
15605.0,35,5,307.42,3,4,4,344,Loyal_Customers
15606.0,60,9,286.28,3,5,4,354,Loyal_Customers
15607.0,336,1,15.279999999999998,1,1,1,111,Hibernating
15608.0,27,4,195.33999999999997,4,4,4,444,Loyal_Customers
15609.0,183,1,71.13999999999999,1,1,2,112,Hibernating
15610.0,51,1,11.24,3,1,1,311,About_to_Sleep
15611.0,9,13,248.44,5,5,4,554,Best Customers
15612.0,35,2,36.85,3,3,1,331,Need_Attention
15615.0,9,23,1084.12,5,5,5,555,Best Customers
15618.0,32,4,114.791,4,4,3,443,Loyal_Customers
15619.0,10,1,13.25,5,1,1,511,New_Customers
15620.0,56,3,372.97,3,3,5,335,Need_Attention
15621.0,3,4,33.06,5,4,1,541,Best Customers
15622.0,42,9,755.49,3,5,5,355,Loyal_Customers
15623.0,140,1,81.52000000000001,2,1,2,212,Hibernating
15624.0,116,4,124.31,2,4,3,243,At_Risk
15625.0,103,4,103.91,2,4,3,243,At_Risk
15626.0,74,2,80.7,2,3,2,232,At_Risk
15628.0,4,9,357.22,5,5,4,554,Best Customers
15630.0,44,2,169.63000000000005,3,3,3,333,Need_Attention
15632.0,15,8,450.21999999999997,4,5,5,455,Loyal_Customers
15634.0,16,1,55.900000000000006,4,1,2,412,Promising
15636.0,89,2,79.28,2,3,2,232,At_Risk
15637.0,52,1,45.400000000000006,3,1,2,312,About_to_Sleep
15639.0,133,1,107.71,2,1,3,213,Hibernating
15640.0,3,15,1350.1,5,5,5,555,Best Customers
15641.0,104,4,227.23999999999998,2,4,4,244,At_Risk
15643.0,191,3,195.79,1,3,4,134,At_Risk
15644.0,165,4,424.09999999999997,2,4,5,245,At_Risk
15645.0,18,1,153.53999999999996,4,1,3,413,Promising
15646.0,157,3,102.00000000000001,2,3,3,233,At_Risk
15648.0,203,2,114.5,1,3,3,133,At_Risk
15649.0,335,2,8.5,1,3,1,131,At_Risk
15651.0,36,3,69.07000000000001,3,3,2,332,Need_Attention
15652.0,90,1,80.92,2,1,2,212,Hibernating
15653.0,92,2,5.4399999999999995,2,3,1,231,At_Risk
15654.0,8,2,64.49000000000001,5,3,2,532,Potential_Loyalists
15655.0,242,1,105.13,1,1,3,113,Hibernating
15656.0,44,4,207.32999999999996,3,4,4,344,Loyal_Customers
15657.0,22,1,1.25,4,1,1,411,Promising
15658.0,189,5,299.75,1,4,4,144,At_Risk
15659.0,43,1,60.050000000000004,3,1,2,312,About_to_Sleep
15660.0,24,9,210.12999999999997,4,5,4,454,Loyal_Customers
15661.0,316,2,4.55,1,3,1,131,At_Risk
15663.0,105,1,22.59,2,1,1,211,Hibernating
15664.0,50,1,70.81,3,1,2,312,About_to_Sleep
15665.0,167,2,262.53,2,3,4,234,At_Risk
15667.0,39,1,20.220000000000002,3,1,1,311,About_to_Sleep
15668.0,217,1,1.06,1,1,1,111,Hibernating
15669.0,39,4,106.0,3,4,3,343,Loyal_Customers
15670.0,296,1,37.800000000000004,1,1,1,111,Hibernating
15671.0,18,7,188.47,4,5,4,454,Loyal_Customers
15673.0,87,4,457.12999999999994,2,4,5,245,At_Risk
15674.0,72,5,658.9200000000001,2,4,5,245,At_Risk
15675.0,80,3,60.46,2,3,2,232,At_Risk
15676.0,18,3,645.56,4,3,5,435,Potential_Loyalists
15677.0,48,1,118.21,3,1,3,313,About_to_Sleep
15678.0,52,1,24.479999999999997,3,1,1,311,About_to_Sleep
15679.0,23,4,121.48000000000002,4,4,3,443,Loyal_Customers
15680.0,8,3,188.75999999999996,5,3,4,534,Potential_Loyalists
15681.0,24,5,104.36,4,4,3,443,Loyal_Customers
15683.0,116,1,21.63,2,1,1,211,Hibernating
15687.0,8,9,705.21,5,5,5,555,Best Customers
15689.0,119,2,31.5,2,3,1,231,At_Risk
15690.0,3,2,12.98,5,3,1,531,Potential_Loyalists
15691.0,251,1,3.8,1,1,1,111,Hibernating
15692.0,27,1,22.85,4,1,1,411,Promising
15694.0,0,14,367.44,5,5,5,555,Best Customers
15695.0,266,2,63.52000000000001,1,3,2,132,At_Risk
15696.0,32,8,729.53,4,5,5,455,Loyal_Customers
15699.0,17,1,111.25999999999999,4,1,3,413,Promising
15700.0,171,2,252.27999999999994,2,3,4,234,At_Risk
15701.0,1,4,697.1800000000001,5,4,5,545,Best Customers
15703.0,264,1,14.649999999999999,1,1,1,111,Hibernating
15704.0,139,4,377.55999999999995,2,4,5,245,At_Risk
15705.0,200,1,36.3,1,1,1,111,Hibernating
15706.0,63,4,281.94,3,4,4,344,Loyal_Customers
15707.0,34,4,488.24,3,4,5,345,Loyal_Customers
15708.0,40,7,1178.73,3,5,5,355,Loyal_Customers
15709.0,283,1,14.49,1,1,1,111,Hibernating
15712.0,8,5,194.33999999999997,5,4,4,544,Best Customers
15713.0,142,2,101.43,2,3,3,233,At_Risk
15714.0,11,2,107.15,5,3,3,533,Potential_Loyalists
15716.0,145,4,270.06999999999994,2,4,4,244,At_Risk
15717.0,233,1,17.299999999999997,1,1,1,111,Hibernating
15719.0,32,13,2061.92,4,5,5,455,Loyal_Customers
15720.0,23,1,315.6600000000001,4,1,4,414,Promising
15721.0,11,1,187.20000000000005,5,1,4,514,New_Customers
15722.0,35,5,210.27999999999997,3,4,4,344,Loyal_Customers
15723.0,364,1,106.0,1,1,3,113,Hibernating
15724.0,200,2,37.550000000000004,1,3,1,131,At_Risk
15725.0,14,1,84.84,4,1,2,412,Promising
15727.0,16,7,980.9399999999999,4,5,5,455,Loyal_Customers
15729.0,212,1,18.75,1,1,1,111,Hibernating
15730.0,65,3,207.73,3,3,4,334,Need_Attention
15732.0,211,2,26.46999999999999,1,3,1,131,At_Risk
15733.0,282,1,43.5,1,1,2,112,Hibernating
15734.0,114,2,125.94,2,3,3,233,At_Risk
15737.0,14,8,281.54999999999995,4,5,4,454,Loyal_Customers
15738.0,18,16,366.96999999999997,4,5,5,455,Loyal_Customers
15739.0,65,1,20.189999999999998,3,1,1,311,About_to_Sleep
15740.0,48,1,22.25,3,1,1,311,About_to_Sleep
15743.0,15,4,412.18000000000006,4,4,5,445,Loyal_Customers
15744.0,77,1,0.8699999999999999,2,1,1,211,Hibernating
15745.0,18,4,266.73999999999995,4,4,4,444,Loyal_Customers
15746.0,133,1,41.540000000000006,2,1,2,212,Hibernating
15747.0,12,3,228.73999999999992,5,3,4,534,Potential_Loyalists
15748.0,39,1,78.46000000000001,3,1,2,312,About_to_Sleep
15749.0,234,3,30.440000000000005,1,3,1,131,At_Risk
15750.0,2,8,713.25,5,5,5,555,Best Customers
15752.0,39,7,720.3499999999999,3,5,5,355,Loyal_Customers
15753.0,304,1,0.55,1,2,1,121,Hibernating
15754.0,50,3,76.27,3,3,2,332,Need_Attention
15755.0,9,6,448.16999999999996,5,5,5,555,Best Customers
15756.0,60,4,475.62999999999994,3,4,5,345,Loyal_Customers
15757.0,65,2,122.83,3,3,3,333,Need_Attention
15758.0,24,1,39.849999999999994,4,2,1,421,Potential_Loyalists
15759.0,217,3,36.22,1,4,1,141,At_Risk
15762.0,64,2,148.06999999999994,3,3,3,333,Need_Attention
15763.0,31,2,406.2199999999999,4,3,5,435,Potential_Loyalists
15764.0,87,6,510.6,2,5,5,255,Cant_Lose
15766.0,63,1,35.29,3,2,1,321,About_to_Sleep
15768.0,115,3,213.28,2,4,4,244,At_Risk
15769.0,6,26,266.6,5,5,4,554,Best Customers
15773.0,5,1,13.34,5,2,1,521,Potential_Loyalists
15774.0,68,1,120.05,3,2,3,323,About_to_Sleep
15775.0,244,1,17.3,1,2,1,121,Hibernating
15776.0,132,1,75.30999999999999,2,2,2,222,Hibernating
15777.0,240,4,80.28999999999999,1,4,2,142,At_Risk
15780.0,183,3,120.57000000000002,1,4,3,143,At_Risk
15781.0,24,3,79.35,4,4,2,442,Loyal_Customers
15782.0,9,3,262.91,5,4,4,544,Best Customers
15783.0,10,1,48.11000000000001,5,2,2,522,Potential_Loyalists
15785.0,32,5,269.2,4,4,4,444,Loyal_Customers
15786.0,45,3,729.53,3,4,5,345,Loyal_Customers
15787.0,25,3,445.92999999999995,4,4,5,445,Loyal_Customers
15789.0,357,1,24.96,1,2,1,121,Hibernating
15790.0,9,1,119.85000000000001,5,2,3,523,Potential_Loyalists
15791.0,43,2,244.22000000000003,3,3,4,334,Need_Attention
15793.0,14,3,37.17,4,4,1,441,Loyal_Customers
15795.0,149,1,128.44,2,2,3,223,Hibernating
15796.0,0,8,519.0,5,5,5,555,Best Customers
15797.0,112,4,33.85,2,4,1,241,At_Risk
15799.0,75,3,222.21,2,4,4,244,At_Risk
15800.0,106,2,322.81000000000006,2,3,4,234,At_Risk
15801.0,45,3,189.71,3,4,4,344,Loyal_Customers
15802.0,142,1,451.42,2,2,5,225,Hibernating
15803.0,50,1,13.99,3,2,1,321,About_to_Sleep
15804.0,0,13,972.1499999999999,5,5,5,555,Best Customers
15805.0,22,17,825.46,4,5,5,455,Loyal_Customers
15806.0,45,3,62.13,3,4,2,342,Loyal_Customers
15807.0,49,3,123.9,3,4,3,343,Loyal_Customers
15808.0,305,4,744.4000000000001,1,4,5,145,At_Risk
15809.0,35,5,144.30999999999997,3,4,3,343,Loyal_Customers
15810.0,78,4,236.84999999999997,2,4,4,244,At_Risk
15811.0,21,6,463.86,4,5,5,455,Loyal_Customers
15812.0,106,5,207.12000000000003,2,4,4,244,At_Risk
15813.0,207,2,151.0,1,3,3,133,At_Risk
15814.0,16,4,236.51,4,4,4,444,Loyal_Customers
15815.0,63,5,105.86,3,4,3,343,Loyal_Customers
15819.0,48,4,246.20000000000002,3,4,4,344,Loyal_Customers
15820.0,319,1,38.24,1,2,1,121,Hibernating
15821.0,43,2,229.17999999999998,3,3,4,334,Need_Attention
15822.0,2,2,111.19,5,3,3,533,Potential_Loyalists
15823.0,371,1,15.0,1,2,1,121,Hibernating
15825.0,171,1,176.79,2,2,4,224,Hibernating
15826.0,55,3,218.24,3,4,4,344,Loyal_Customers
15827.0,72,14,500.60999999999996,2,5,5,255,Cant_Lose
15829.0,98,2,53.69,2,3,2,232,At_Risk
15830.0,37,1,113.64,3,2,3,323,About_to_Sleep
15831.0,57,3,179.63,3,4,4,344,Loyal_Customers
15832.0,253,1,124.74999999999999,1,2,3,123,Hibernating
15834.0,69,4,1110.97,3,4,5,345,Loyal_Customers
15835.0,43,4,153.64999999999998,3,4,3,343,Loyal_Customers
15836.0,49,1,92.44000000000001,3,2,2,322,About_to_Sleep
15837.0,64,1,98.19,3,2,3,323,About_to_Sleep
15838.0,10,19,324.30999999999995,5,5,4,554,Best Customers
15839.0,32,3,131.95999999999998,4,4,3,443,Loyal_Customers
15840.0,58,2,52.95,3,3,2,332,Need_Attention
15841.0,72,4,66.58999999999999,2,4,2,242,At_Risk
15843.0,303,1,57.15,1,2,2,122,Hibernating
15844.0,45,1,19.730000000000004,3,2,1,321,About_to_Sleep
15845.0,17,8,376.76,4,5,5,455,Loyal_Customers
15847.0,37,2,73.69999999999999,3,3,2,332,Need_Attention
15850.0,18,2,151.69,4,3,3,433,Potential_Loyalists
15852.0,186,2,73.81,1,3,2,132,At_Risk
15853.0,51,1,44.080000000000005,3,2,2,322,About_to_Sleep
15854.0,3,12,411.04999999999995,5,5,5,555,Best Customers
15855.0,136,5,150.88,2,4,3,243,At_Risk
15856.0,3,27,1142.8999999999999,5,5,5,555,Best Customers
15857.0,18,1,13.200000000000003,4,2,1,421,Potential_Loyalists
15858.0,15,5,440.69000000000005,4,4,5,445,Loyal_Customers
15860.0,40,8,488.40999999999997,3,5,5,355,Loyal_Customers
15861.0,11,8,1021.67,5,5,5,555,Best Customers
15862.0,7,4,402.47,5,4,5,545,Best Customers
15863.0,25,2,66.76,4,3,2,432,Potential_Loyalists
15864.0,21,6,54.53000000000001,4,5,2,452,Loyal_Customers
15865.0,40,3,224.44,3,4,4,344,Loyal_Customers
15866.0,100,1,174.25,2,2,3,223,Hibernating
15867.0,4,15,1574.6100000000001,5,5,5,555,Best Customers
15869.0,276,2,32.13,1,3,1,131,At_Risk
15870.0,32,1,136.93999999999997,4,2,3,423,Potential_Loyalists
15872.0,14,2,265.34,4,3,4,434,Potential_Loyalists
15874.0,63,7,707.6899999999998,3,5,5,355,Loyal_Customers
15877.0,1,2,241.46,5,3,4,534,Potential_Loyalists
15880.0,368,1,227.87,1,2,4,124,Hibernating
15881.0,311,5,96.19,1,4,3,143,At_Risk
15882.0,198,4,43.88000000000001,1,4,2,142,At_Risk
15883.0,1,2,144.78000000000003,5,3,3,533,Potential_Loyalists
15885.0,92,3,102.35,2,4,3,243,At_Risk
15886.0,59,1,35.97,3,2,1,321,About_to_Sleep
